"Facility ID","Lust ID","Confirmed Release","Cleanup Complete","Enforcement Effective","Enforcement Termination",Ec,Delete
5-060142,57,08/01/1989,03/06/2000, , ,No,
5-060144,1441,11/17/1997,06/10/2020,11/17/1997, ,Yes,
5-060144,1463,10/10/2003,06/10/2020,10/10/2003, ,Yes,
5-060144,2359,11/21/2012,06/10/2020, , ,Yes,
5-060144,2368,05/18/2021,08/19/2022,05/18/2021,08/19/2022,Yes,
5-060167,1229,05/18/2000,09/20/2002, , ,No,
5-060179,2333,11/08/2018,04/01/2022,11/08/2018,04/01/2022,No,
5-060612,1221,10/06/1998,03/30/2018,05/06/2003,03/13/2018,Yes,
5-060626,1241,05/08/2001,01/29/2002,05/08/2001, ,No,
5-060628,1113,10/08/2002,12/12/2002, , ,No,
5-060633,1783,12/01/2008,02/12/2010, , ,No,
5-060639,2421,02/09/2024,10/18/2024,02/09/2024, ,No,
5-150006,595,06/30/1992,06/30/1992, , ,No,
5-150007,596,04/12/1995,12/19/1995, , ,No,
5-150011,214,06/30/1992,01/08/2003, , ,No,
5-150022,597,03/25/1993,09/29/1994, , ,No,
5-150032,215,06/30/1992,08/04/2000, , ,No,
5-150032,2311,10/04/2017,07/05/2018,10/04/2017,07/05/2018,No,
5-150036,1202,03/25/1997,12/30/1998, , ,No,
5-150039,2299,08/01/2015,07/13/2018,08/01/2015,07/13/2018,No,
5-150043,216,06/30/1992,01/17/2001,10/28/1992,01/17/2001,No,
5-150043,2278,06/19/2015,01/12/2018,10/29/2015,01/12/2018,No,
5-150048,594,06/30/1992,06/30/1992, , ,No,
5-150609,2348,06/17/2019,10/03/2019,06/17/2019,10/03/2019,No,
5-210002,1215,11/22/1996,02/21/2003, , ,No,
5-210004,230,04/28/1994, ,06/10/1997, ,No,
5-210005,1236,01/27/1998, ,07/02/2001, ,No,
5-210006,1051,05/09/1994, ,09/20/2016, ,No,
5-210009,231,09/03/1992, ,09/13/2021, ,No,
5-210010,1201,11/23/1998,04/21/2000, , ,No,
5-210012,232,09/09/1996,05/16/2005, , ,No,
5-210013,233,06/30/1992,04/17/2003, , ,No,
5-210015,90,04/28/1994,02/08/2001, , ,No,
5-210017,557,09/15/1992,11/25/1996, , ,No,
5-210019,1200,10/23/1991,05/15/2001,10/05/1991, ,No,
5-210025,1198,09/23/1992,12/17/2002, , ,No,
5-210027,709,06/30/1992,06/30/1992, , ,No,
5-210601,91,09/14/1992,03/28/2002, , ,No,
5-210603,92,10/21/1993,01/16/2008,11/27/2006, ,No,
5-210605,93,03/23/1995,01/19/2021,10/20/1998,11/14/2022,No,
5-210606,2339,04/02/2019,09/27/2019,04/02/2019,09/27/2019,No,
5-210611,977,06/30/1992,09/15/2010,11/21/2006, ,No,
5-210614,558,04/21/1994,05/04/1994, , ,No,
5-210615,1228,01/23/1997,06/23/2010,05/02/1997, ,No,
5-210616,556,08/13/1996,11/23/1996, , ,No,
5-210618,1208,11/25/1996,01/16/2008,03/13/1997, ,No,
5-210620,1316,08/20/1996,12/22/2015,11/21/2006,12/22/2015,No,
5-360002,1052,04/15/1998,11/01/2002, , ,No,
5-360004,132,08/04/1997,12/30/1998, , ,No,
5-360011,1814,04/22/2010,02/15/2019,04/22/2010,02/15/2019,No,
5-360023,892,06/30/1992,03/13/1995, , ,No,
5-360023,978,10/16/1991,03/13/1995, , ,No,
5-360603,133,09/12/1997,07/27/2001, , ,No,
5-360606,1053,06/01/1998,05/29/2002, , ,No,
5-360608,1210,10/05/1999,03/29/2018,09/23/2000,03/11/2019,No,
5-390004,908,06/30/1992,06/30/1992, , ,No,
5-390007,141,07/01/1985,11/27/2001,07/01/1985,11/27/2001,No,
5-390007,2131,09/13/2011,02/10/2012,09/13/2011,02/10/2012,Yes,
5-390008,1112,11/20/2002,02/19/2004, , ,No,
5-390011,1608,08/26/2008,12/15/2008,08/28/2008, ,No,
5-390021,909,04/17/1995,04/19/1995, , ,No,
5-390025,142,11/20/1995,07/12/1999, , ,No,
5-390036,783,06/30/1992,09/20/2002, , ,No,
5-390044,784,03/09/1992,03/20/1992, , ,No,
5-390073,785,06/30/1992,06/30/1992, , ,No,
5-390077,786,06/30/1992,06/30/1992, , ,No,
5-390605,143,06/30/1992,08/08/2011,11/27/2006, ,Yes,
5-390618,2309,10/02/2017,08/13/2018,10/02/2017,08/13/2018,No,
6-100015,1093,07/08/1998,05/25/1999, , ,No,
6-100021,1253,10/23/1998,12/14/1998, , ,No,
6-100022,430,07/15/1992,09/15/1992, , ,No,
6-100024,431,06/30/1992,06/30/1992, , ,No,
6-100028,432,06/30/1992,08/01/1994, , ,No,
6-100029,175,12/05/1992,03/31/1998, , ,No,
6-100045,433,06/03/1993,09/29/1994, , ,No,
6-100054,1276,06/03/1999,01/14/2000, , ,No,
6-100054,1333,11/01/2001,09/07/2005, , ,No,
6-100055,434,12/28/1992,05/23/1996, , ,No,
6-100061,1212,08/09/1993,11/30/1994,08/09/1993, ,No,
6-100093,861,06/30/1992,10/17/1996, , ,No,
6-100118,1343,11/01/2001,01/22/2002, , ,No,
6-100121,2322,09/18/2017,09/18/2017, , ,No,
6-100125,619,12/02/1993,04/01/1994, , ,No,
6-100140,2387,09/29/2021,12/20/2021, , ,No,
6-100143,1523,07/24/2008,07/01/2012, , ,No,
6-100147,1254,10/10/1998,05/17/2011,05/17/2011, ,No,
6-100149,1342,09/04/2001,04/25/2002, , ,No,
6-100158,2373,12/15/2020,01/19/2023,07/07/2021,01/19/2023,Yes,
6-100168,622,09/18/1992,03/07/1994, , ,No,
6-100173,623,03/15/1994,03/15/1994, , ,No,
6-100243,2372,12/17/2020,03/07/2022,07/07/2021,03/07/2022,No,
6-100244,2334,11/09/2018,01/15/2020,12/04/2018,01/15/2020,No,
6-100247,429,06/30/1990,06/30/1990, , ,No,
6-100250,1283,08/18/1998,08/18/1998,08/18/1998, ,No,
6-100250,2265,03/25/2014,09/25/2014, , ,No,
6-100600,2320,05/24/2018,09/25/2020,05/24/2018,09/25/2020,Yes,
6-100603,624,06/30/1992,06/30/1992, , ,No,
6-100609,1285,08/28/1998,10/13/1998,10/01/1998, ,No,
6-100614,2381,09/22/2021,11/29/2023,09/22/2021,11/29/2023,No,
6-100617,940,07/28/1992,02/11/1997, , ,No,
6-100625,2279,06/10/2015,08/30/2018,02/10/2016,08/30/2018,No,
6-100625,2316,02/09/2018, ,05/26/2020, ,No,
6-100640,1282,06/15/1994,09/08/1998,09/08/1998, ,No,
6-100649,2416,12/07/2023, ,12/07/2023, ,No,
6-100669,938,11/02/1995,01/17/1996, , ,No,
6-100681,1303,08/04/1998,08/04/1998,04/18/2000, ,No,
6-100695,2427,12/03/2024, ,12/03/2024, ,No,
6-100696,1138,12/19/2003,07/14/2004,05/04/2004, ,No,
6-100701,620,06/30/1992,06/30/1992, , ,No,
6-100701,621,11/23/1992,12/11/1992, , ,No,
6-100701,868,09/01/1994,11/24/1994, , ,No,
6-100709,1588,10/31/2008,10/21/2009, , ,No,
6-100715,2266,04/29/2014,09/25/2014, , ,No,
6-120005,2289,04/26/2016,01/21/2021,04/26/2016,01/21/2021,Yes,
6-120006,1255,05/12/1997,12/17/2004,05/21/1999, ,No,
6-120010,635,06/30/1992,06/30/1992, , ,No,
6-120013,1311,05/23/2000,08/10/2000,05/23/2000, ,No,
6-120026,177,11/15/1993,12/01/1995, , ,No,
6-120031,939,06/30/1992,06/30/1992, , ,No,
6-120037,634,06/30/1992,06/30/1992, , ,No,
6-120037,941,10/21/1993,10/21/1993, , ,No,
6-120600,1251,04/13/1999,06/16/2001,08/23/1999, ,No,
6-120604,2396,05/30/2022,03/15/2023,05/30/2022,03/15/2023,No,
6-120604,2397,07/01/2022, ,07/05/2023, ,No,
6-120611,2403,02/27/2023,01/24/2024,02/27/2023,01/24/2024,No,
6-170002,530,11/16/1992,05/04/1994, , ,No,
6-170004,531,06/30/1992,06/30/1992, , ,No,
6-190013,2296,11/16/2016,07/31/2017,11/16/2016,07/31/2017,No,
6-190013,2393,05/12/2022,03/17/2023,05/12/2022,03/17/2023,No,
6-190014,1428,09/24/2007,12/13/2011,07/07/2009,10/26/2011,Yes,
6-190014,1513,03/31/2008,12/13/2011,07/07/2009,10/26/2011,Yes,
6-190016,532,10/03/1994,10/03/1994, , ,No,
6-190021,533,06/30/1992,06/30/1992, , ,No,
6-190035,1252,12/07/1998,05/05/1999,12/07/1998, ,No,
6-190036,534,06/30/1992,11/13/1997, , ,No,
6-190037,536,05/13/1993,10/09/1996, , ,No,
6-190044,222,06/13/1996,02/03/2003, , ,No,
6-190045,223,08/15/1994,11/02/2016,09/23/1994,08/29/2017,Yes,
6-190048,224,06/30/1992,09/13/1999,10/12/1999, ,No,
6-190601,1344,06/04/2001,09/12/2005, , ,No,
6-190602,937,10/01/1991,03/03/1995, , ,No,
6-220005,560,08/15/1993,08/15/1993, , ,No,
6-220009,96,10/13/1995,02/04/2015,08/06/1996,02/04/2015,Yes,
6-220021,562,05/23/1995,05/25/1995, , ,No,
6-220022,710,09/07/1994,09/26/1994, , ,No,
6-220024,97,08/26/1996,10/01/1998, , ,No,
6-220026,711,07/06/1995,07/06/1995, , ,No,
6-220031,98,04/18/1994,12/01/1995, , ,No,
6-220032,559,06/30/1992,06/30/1992, , ,No,
6-220038,713,06/27/1995,12/12/1995, , ,No,
6-220041,714,12/14/1993,12/14/1993, , ,No,
6-220044,715,06/30/1992,06/30/1992, , ,No,
6-220058,561,11/10/1993,07/01/1994, , ,No,
6-220059,716,06/22/1994,12/15/1994, , ,No,
6-220613,95,05/23/1994,04/06/2017,01/09/1997,04/06/2017,Yes,
6-220616,94,07/22/1993,08/31/1999, , ,No,
6-220620,2325,06/20/2018, ,06/20/2018, ,No,
6-220622,1304,10/11/1996, ,11/25/1997, ,No,
6-220624,1145,09/08/2003,01/21/2004, , ,No,
6-220632,2285,11/16/1994,09/01/1995, , ,No,
6-260009,1287,06/08/1998,06/08/1998,06/08/1998, ,No,
6-260024,2302,12/02/2015,11/09/2018,10/14/2016,11/09/2018,No,
6-260029,102,04/14/1993,11/18/1997, , ,No,
6-260039,1092,11/04/1998,10/23/2008, , ,No,
6-260041,747,06/30/1992,04/01/1993, , ,No,
6-260050,748,11/07/1995,12/01/1995, , ,No,
6-260056,1284,11/01/1997,07/19/1999,03/01/1999, ,No,
6-260064,1593,09/10/2008,08/12/2021,03/30/2009,08/18/2021,Yes,
6-260610,935,11/23/1992,01/10/1996, , ,No,
6-300002,685,09/15/1994,08/29/1996, , ,No,
6-300021,123,09/01/1989,01/28/1999, , ,No,
6-300025,686,11/15/1994,10/02/1995, , ,No,
6-300025,687,11/16/1992,07/01/1995, , ,No,
6-300027,1213,11/15/1994,05/22/1996,11/15/1994, ,No,
6-300028,1346,08/23/2001,08/23/2001, , ,No,
6-300033,124,06/29/1994,07/03/2012, , ,Yes,
6-300039,688,06/30/1992,09/01/1992, , ,No,
6-300046,936,06/30/1992,06/30/1992, , ,No,
6-300047,125,06/30/1993, ,06/30/1993, ,No,
6-300049,689,06/30/1992,06/02/1997, , ,No,
6-300051,1334,08/30/2005,03/01/2006, , ,No,
6-300602,684,06/30/1992,06/30/1992, , ,No,
6-300611,1643,11/02/1992,11/19/1997, , ,No,
6-300612,690,04/17/1995,05/08/1996, , ,No,
6-330005,2261,05/23/2005,12/22/2015,08/02/2005,12/22/2015,No,
6-330015,1139,03/26/2004,07/07/2004, , ,No,
6-330024,1079,11/24/1998, ,11/16/1999, ,No,
6-330033,1308,12/02/1999,02/14/2000, , ,No,
6-330034,1819,06/02/2010,06/18/2010,06/02/2010, ,No,
6-330046,695,06/30/1992,09/01/1994, , ,No,
6-330046,1345,07/12/2001,09/12/2001, , ,No,
6-330047,1618,11/29/1995,04/24/1998, , ,No,
6-330059,126,09/15/1992,05/05/1997, , ,No,
6-330059,696,09/15/1992,03/01/1993, , ,No,
6-330606,864,02/17/1998,05/30/2017,12/24/1998,06/26/2017,Yes,
6-330615,697,05/05/1994,07/01/1994, , ,No,
6-330627,1274,05/06/1999,08/17/2017,06/16/1999,09/11/2017,No,
6-410008,848,11/14/1995,12/01/1995, , ,No,
6-410602,2398,07/19/2022,08/17/2022,07/19/2022, ,No,
